1,1,1546,566,23,17,1,1,1
1,2,1323,542,16,15,1,1,1
1,3,1228,543,16,12,1,1,1
1,4,1199,547,14,11,1,1,1
1,6,1010,542,13,12,1,1,1
1,7,877,542,15,11,1,1,1
1,8,776,547,13,12,1,1,1
1,9,639,548,13,12,1,1,1
1,10,612,549,14,13,1,1,1
1,11,555,553,17,13,1,1,1
1,12,574,549,18,15,1,1,1
1,13,478,556,26,19,1,1,1
1,14,881,559,21,17,1,1,1
1,15,1106,550,19,18,1,1,1
1,16,1309,548,22,15,1,1,1
2,1,1547,568,23,17,1,1,1
2,2,1322,543,16,15,1,1,1
2,3,1228,543,15,14,1,1,1
2,4,1198,548,14,11,1,1,1
2,6,1012,543,11,12,1,1,1
2,7,877,542,14,12,1,1,1
2,8,777,548,13,13,1,1,1
2,9,639,549,13,12,1,1,1
2,10,610,551,16,12,1,1,1
2,11,553,553,18,14,1,1,1
2,12,574,551,18,15,1,1,1
2,13,476,557,26,20,1,1,1
2,14,882,562,21,17,1,1,1
2,15,1106,552,19,19,1,1,1
2,16,1309,550,22,16,1,1,1
3,1,1549,572,22,17,1,1,1
3,2,1321,546,15,14,1,1,1
3,3,1227,545,14,15,1,1,1
3,4,1201,551,13,12,1,1,1
3,5,1111,552,13,11,1,1,1
3,6,1010,546,13,12,1,1,1
3,7,876,545,13,12,1,1,1
3,8,778,552,13,12,1,1,1
3,9,638,553,14,12,1,1,1
3,10,610,554,16,13,1,1,1
3,11,549,556,19,14,1,1,1
3,12,573,556,19,16,1,1,1
3,13,470,562,26,20,1,1,1
3,14,885,569,21,17,1,1,1
3,15,1106,558,19,19,1,1,1
3,16,1309,555,22,16,1,1,1
4,1,1551,577,22,16,1,1,1
4,2,1319,549,16,14,1,1,1
4,3,1225,548,14,14,1,1,1
4,4,1200,555,15,13,1,1,1
4,5,1110,555,13,11,1,1,1
4,6,1011,549,12,12,1,1,1
4,7,875,546,12,13,1,1,1
4,8,778,555,13,13,1,1,1
4,9,639,555,13,13,1,1,1
4,10,611,558,14,13,1,1,1
4,11,545,559,19,14,1,1,1
4,12,573,562,19,16,1,1,1
4,13,464,567,27,19,1,1,1
4,14,888,576,20,18,1,1,1
4,15,1105,565,19,18,1,1,1
4,16,1309,561,21,17,1,1,1
5,1,1553,583,22,18,1,1,1
5,2,1316,552,17,15,1,1,1
5,3,1223,551,14,14,1,1,1
5,4,1202,559,14,14,1,1,1
5,5,1109,559,13,12,1,1,1
5,6,1011,554,12,11,1,1,1
5,7,873,549,13,12,1,1,1
5,8,778,560,14,13,1,1,1
5,9,637,559,15,14,1,1,1
5,10,610,564,14,12,1,1,1
5,11,539,563,19,15,1,1,1
5,12,572,570,19,16,1,1,1
5,13,456,574,26,19,1,1,1
5,14,892,584,18,20,1,1,1
5,15,1104,573,20,19,1,1,1
5,16,1309,570,21,17,1,1,1
6,1,1554,585,21,18,1,1,1
6,2,1315,553,17,15,1,1,1
6,3,1222,552,14,13,1,1,1
6,4,1202,561,13,12,1,1,1
6,5,1108,561,13,11,1,1,1
6,6,1011,555,12,11,1,1,1
6,7,872,550,13,12,1,1,1
6,8,779,562,13,11,1,1,1
6,9,638,561,13,13,1,1,1
6,10,608,565,16,14,1,1,1
6,11,537,564,19,15,1,1,1
6,12,571,572,20,17,1,1,1
6,13,453,577,26,18,1,1,1
6,14,893,588,18,19,1,1,1
6,15,1104,576,19,19,1,1,1
6,16,1309,572,21,17,1,1,1
7,1,1555,590,21,17,1,1,1
7,2,1314,556,17,14,1,1,1
7,3,1220,555,15,14,1,1,1
7,4,1203,565,14,12,1,1,1
7,5,1106,564,14,11,1,1,1
7,6,1010,558,13,11,1,1,1
7,7,871,551,13,13,1,1,1
7,8,779,565,13,13,1,1,1
7,9,637,563,14,12,1,1,1
7,10,607,570,16,14,1,1,1
